DATE,DGS1
2016-01-25,0.47
2016-01-26,0.47
2016-01-27,0.47
2016-01-28,0.47
2016-01-29,0.47
2016-02-01,0.47
2016-02-02,0.54
2016-02-03,0.54
2016-02-04,0.52
2016-02-05,0.55
2016-02-08,0.51
2016-02-09,0.52
2016-02-10,0.52
2016-02-11,0.47
2016-02-12,0.51
2016-02-15,.
2016-02-16,0.51
2016-02-17,0.53
2016-02-18,0.53
2016-02-19,0.53
2016-02-22,0.55
2016-02-23,0.55
2016-02-24,0.55
2016-02-25,0.56
2016-02-26,0.60
2016-02-29,0.62
2016-03-01,0.68
2016-03-02,0.67
2016-03-03,0.65
2016-03-04,0.67
2016-03-07,0.67
2016-03-08,0.68
2016-03-09,0.68
2016-03-10,0.69
2016-03-11,0.70
2016-03-14,0.70
2016-03-15,0.71
2016-03-16,0.66
2016-03-17,0.64
2016-03-18,0.62
2016-03-21,0.63
2016-03-22,0.64
2016-03-23,0.64
2016-03-24,0.63
2016-03-25,.
2016-03-28,0.65
2016-03-29,0.63
2016-03-30,0.61
2016-03-31,0.59
2016-04-01,0.62
2016-04-04,0.59
2016-04-05,0.56
2016-04-06,0.55
2016-04-07,0.52
2016-04-08,0.54
2016-04-11,0.53
2016-04-12,0.54
2016-04-13,0.55
2016-04-14,0.55
2016-04-15,0.53
2016-04-18,0.52
2016-04-19,0.53
2016-04-20,0.54
2016-04-21,0.56
2016-04-22,0.56
2016-04-25,0.57
2016-04-26,0.61
2016-04-27,0.58
2016-04-28,0.56
2016-04-29,0.56
2016-05-02,0.55
2016-05-03,0.53
2016-05-04,0.52
2016-05-05,0.51
2016-05-06,0.51
2016-05-09,0.51
2016-05-10,0.52
2016-05-11,0.53
2016-05-12,0.54
2016-05-13,0.55
2016-05-16,0.57
2016-05-17,0.58
2016-05-18,0.63
2016-05-19,0.64
2016-05-20,0.67
2016-05-23,0.69
2016-05-24,0.69
2016-05-25,0.67
2016-05-26,0.65
2016-05-27,0.68
2016-05-30,.
2016-05-31,0.68
2016-06-01,0.70
2016-06-02,0.68
2016-06-03,0.60
2016-06-06,0.60
2016-06-07,0.59
2016-06-08,0.60
2016-06-09,0.59
2016-06-10,0.57
2016-06-13,0.55
2016-06-14,0.55
2016-06-15,0.52
2016-06-16,0.53
2016-06-17,0.51
2016-06-20,0.56
2016-06-21,0.57
2016-06-22,0.56
2016-06-23,0.58
2016-06-24,0.48
2016-06-27,0.45
2016-06-28,0.45
2016-06-29,0.46
2016-06-30,0.45
2016-07-01,0.45
2016-07-04,.
2016-07-05,0.44
2016-07-06,0.46
2016-07-07,0.47
2016-07-08,0.48
2016-07-11,0.50
2016-07-12,0.52
2016-07-13,0.51
2016-07-14,0.53
2016-07-15,0.52
2016-07-18,0.52
2016-07-19,0.56
2016-07-20,0.56
2016-07-21,0.54
2016-07-22,0.55
2016-07-25,0.55
2016-07-26,0.55
2016-07-27,0.53
2016-07-28,0.53
2016-07-29,0.50
2016-08-01,0.50
2016-08-02,0.50
2016-08-03,0.53
2016-08-04,0.51
2016-08-05,0.56
2016-08-08,0.57
2016-08-09,0.55
2016-08-10,0.55
2016-08-11,0.55
2016-08-12,0.56
2016-08-15,0.56
2016-08-16,0.57
2016-08-17,0.58
2016-08-18,0.58
2016-08-19,0.59
2016-08-22,0.58
2016-08-23,0.58
2016-08-24,0.59
2016-08-25,0.60
2016-08-26,0.62
2016-08-29,0.62
2016-08-30,0.61
2016-08-31,0.61
2016-09-01,0.60
2016-09-02,0.59
2016-09-05,.
2016-09-06,0.56
2016-09-07,0.57
2016-09-08,0.57
2016-09-09,0.58
2016-09-12,0.57
2016-09-13,0.63
2016-09-14,0.62
2016-09-15,0.60
2016-09-16,0.61
2016-09-19,0.60
2016-09-20,0.61
2016-09-21,0.61
2016-09-22,0.60
2016-09-23,0.60
2016-09-26,0.58
2016-09-27,0.58
2016-09-28,0.60
2016-09-29,0.59
2016-09-30,0.59
2016-10-03,0.63
2016-10-04,0.64
2016-10-05,0.65
2016-10-06,0.65
2016-10-07,0.66
2016-10-10,.
2016-10-11,0.69
2016-10-12,0.68
2016-10-13,0.66
2016-10-14,0.66
2016-10-17,0.65
2016-10-18,0.66
2016-10-19,0.65
2016-10-20,0.66
2016-10-21,0.66
2016-10-24,0.66
2016-10-25,0.66
2016-10-26,0.67
2016-10-27,0.68
2016-10-28,0.66
2016-10-31,0.66
2016-11-01,0.65
2016-11-02,0.64
2016-11-03,0.64
2016-11-04,0.62
2016-11-07,0.63
2016-11-08,0.71
2016-11-09,0.72
2016-11-10,0.72
2016-11-11,.
2016-11-14,0.77
2016-11-15,0.78
2016-11-16,0.76
2016-11-17,0.77
2016-11-18,0.77
2016-11-21,0.78
2016-11-22,0.78
2016-11-23,0.80
2016-11-24,.
2016-11-25,0.81
2016-11-28,0.79
2016-11-29,0.78
2016-11-30,0.80
2016-12-01,0.82
2016-12-02,0.80
2016-12-05,0.82
2016-12-06,0.83
2016-12-07,0.85
2016-12-08,0.84
2016-12-09,0.85
2016-12-12,0.85
2016-12-13,0.88
2016-12-14,0.92
2016-12-15,0.91
2016-12-16,0.91
2016-12-19,0.90
2016-12-20,0.90
2016-12-21,0.88
2016-12-22,0.87
2016-12-23,0.87
2016-12-26,.
2016-12-27,0.89
2016-12-28,0.90
2016-12-29,0.85
2016-12-30,0.85
2017-01-02,.
2017-01-03,0.89
2017-01-04,0.87
2017-01-05,0.83
2017-01-06,0.85
2017-01-09,0.82
2017-01-10,0.82
2017-01-11,0.82
2017-01-12,0.81
2017-01-13,0.82
2017-01-16,.
2017-01-17,0.80
2017-01-18,0.82
2017-01-19,0.83
2017-01-20,0.82
2017-01-23,0.79
2017-01-24,0.81
2017-01-25,0.82
2017-01-26,0.82
2017-01-27,0.82
2017-01-30,0.81
2017-01-31,0.84
2017-02-01,0.83
2017-02-02,0.84
2017-02-03,0.82
2017-02-06,0.79
2017-02-07,0.80
2017-02-08,0.79
2017-02-09,0.80
2017-02-10,0.81
2017-02-13,0.82
2017-02-14,0.84
2017-02-15,0.86
2017-02-16,0.82
2017-02-17,0.82
2017-02-20,.
2017-02-21,0.83
2017-02-22,0.82
2017-02-23,0.81
2017-02-24,0.80
2017-02-27,0.81
2017-02-28,0.88
2017-03-01,0.92
2017-03-02,0.98
2017-03-03,0.98
2017-03-06,0.97
2017-03-07,1.02
2017-03-08,1.03
2017-03-09,1.04
2017-03-10,1.03
2017-03-13,1.06
2017-03-14,1.06
2017-03-15,1.02
2017-03-16,1.01
2017-03-17,1.00
2017-03-20,1.01
2017-03-21,1.00
2017-03-22,0.99
2017-03-23,0.99
2017-03-24,1.00
2017-03-27,1.00
2017-03-28,1.03
2017-03-29,1.04
2017-03-30,1.03
2017-03-31,1.03
2017-04-03,1.02
2017-04-04,1.03
2017-04-05,1.03
2017-04-06,1.05
2017-04-07,1.08
2017-04-10,1.07
2017-04-11,1.05
2017-04-12,1.04
2017-04-13,1.03
2017-04-14,.
2017-04-17,1.04
2017-04-18,1.02
2017-04-19,1.02
2017-04-20,1.01
2017-04-21,0.99
2017-04-24,1.03
2017-04-25,1.09
2017-04-26,1.07
2017-04-27,1.06
2017-04-28,1.07
2017-05-01,1.09
2017-05-02,1.08
2017-05-03,1.10
2017-05-04,1.11
2017-05-05,1.10
2017-05-08,1.12
2017-05-09,1.14
2017-05-10,1.13
2017-05-11,1.13
2017-05-12,1.11
2017-05-15,1.11
2017-05-16,1.11
2017-05-17,1.08
2017-05-18,1.09
2017-05-19,1.10
2017-05-22,1.12
2017-05-23,1.14
2017-05-24,1.18
2017-05-25,1.16
2017-05-26,1.17
2017-05-29,.
2017-05-30,1.16
2017-05-31,1.17
2017-06-01,1.16
2017-06-02,1.16
2017-06-05,1.16
2017-06-06,1.16
2017-06-07,1.17
2017-06-08,1.19
2017-06-09,1.20
2017-06-12,1.19
2017-06-13,1.22
2017-06-14,1.20
2017-06-15,1.21
2017-06-16,1.21
2017-06-19,1.22
2017-06-20,1.22
2017-06-21,1.22
2017-06-22,1.22
2017-06-23,1.21
2017-06-26,1.20
2017-06-27,1.22
2017-06-28,1.21
2017-06-29,1.23
2017-06-30,1.24
2017-07-03,1.24
2017-07-04,.
2017-07-05,1.24
2017-07-06,1.23
2017-07-07,1.22
2017-07-10,1.23
2017-07-11,1.20
2017-07-12,1.21
2017-07-13,1.23
2017-07-14,1.22
2017-07-17,1.22
2017-07-18,1.19
2017-07-19,1.23
2017-07-20,1.22
2017-07-21,1.22
2017-07-24,1.23
2017-07-25,1.24
2017-07-26,1.23
2017-07-27,1.22
2017-07-28,1.22
2017-07-31,1.23
2017-08-01,1.22
2017-08-02,1.24
2017-08-03,1.22
2017-08-04,1.23
2017-08-07,1.22
2017-08-08,1.24
2017-08-09,1.21
2017-08-10,1.22
2017-08-11,1.21
2017-08-14,1.23
2017-08-15,1.23
2017-08-16,1.24
2017-08-17,1.24
2017-08-18,1.24
2017-08-21,1.23
2017-08-22,1.24
2017-08-23,1.22
2017-08-24,1.23
2017-08-25,1.23
2017-08-28,1.24
2017-08-29,1.23
2017-08-30,1.23
2017-08-31,1.23
2017-09-01,1.24
2017-09-04,.
2017-09-05,1.23
2017-09-06,1.24
2017-09-07,1.21
2017-09-08,1.22
2017-09-11,1.24
2017-09-12,1.27
2017-09-13,1.27
2017-09-14,1.28
2017-09-15,1.30
2017-09-18,1.30
2017-09-19,1.31
2017-09-20,1.32
2017-09-21,1.31
2017-09-22,1.30
2017-09-25,1.30
2017-09-26,1.31
2017-09-27,1.33
2017-09-28,1.31
2017-09-29,1.31
2017-10-02,1.31
2017-10-03,1.32
2017-10-04,1.33
2017-10-05,1.35
2017-10-06,1.35
2017-10-09,.
2017-10-10,1.42
2017-10-11,1.40
2017-10-12,1.41
2017-10-13,1.39
2017-10-16,1.42
2017-10-17,1.41
2017-10-18,1.42
2017-10-19,1.41
2017-10-20,1.43
2017-10-23,1.42
2017-10-24,1.43
2017-10-25,1.43
2017-10-26,1.43
2017-10-27,1.42
2017-10-30,1.42
2017-10-31,1.43
2017-11-01,1.46
2017-11-02,1.46
2017-11-03,1.49
2017-11-06,1.50
2017-11-07,1.49
2017-11-08,1.53
2017-11-09,1.53
2017-11-10,1.54
2017-11-13,1.55
2017-11-14,1.55
2017-11-15,1.55
2017-11-16,1.59
2017-11-17,1.60
2017-11-20,1.62
2017-11-21,1.62
2017-11-22,1.61
2017-11-23,.
2017-11-24,1.61
2017-11-27,1.62
2017-11-28,1.61
2017-11-29,1.61
2017-11-30,1.62
2017-12-01,1.62
2017-12-04,1.66
2017-12-05,1.64
2017-12-06,1.68
2017-12-07,1.67
2017-12-08,1.65
2017-12-11,1.69
2017-12-12,1.70
2017-12-13,1.68
2017-12-14,1.70
2017-12-15,1.71
2017-12-18,1.70
2017-12-19,1.71
2017-12-20,1.72
2017-12-21,1.73
2017-12-22,1.73
2017-12-25,.
2017-12-26,1.75
2017-12-27,1.75
2017-12-28,1.76
2017-12-29,1.76
2018-01-01,.
2018-01-02,1.83
2018-01-03,1.81
2018-01-04,1.82
2018-01-05,1.80
2018-01-08,1.79
2018-01-09,1.78
2018-01-10,1.78
2018-01-11,1.77
2018-01-12,1.78
2018-01-15,.
2018-01-16,1.79
2018-01-17,1.79
2018-01-18,1.79
2018-01-19,1.79
2018-01-22,1.79
2018-01-23,1.78
2018-01-24,1.79
2018-01-25,1.80
2018-01-26,1.80
2018-01-29,1.80
2018-01-30,1.88
2018-01-31,1.90
2018-02-01,1.89
2018-02-02,1.88
2018-02-05,1.85
2018-02-06,1.87
2018-02-07,1.91
2018-02-08,1.91
2018-02-09,1.89
2018-02-12,1.93
2018-02-13,1.95
2018-02-14,1.98
2018-02-15,1.99
2018-02-16,2.00
2018-02-19,.
2018-02-20,2.01
2018-02-21,2.03
2018-02-22,2.02
2018-02-23,2.02
2018-02-26,2.03
2018-02-27,2.08
2018-02-28,2.07
2018-03-01,2.05
2018-03-02,2.06
2018-03-05,2.06
2018-03-06,2.06
2018-03-07,2.05
2018-03-08,2.05
2018-03-09,2.03
2018-03-12,2.05
2018-03-13,2.03
2018-03-14,2.05
2018-03-15,2.07
2018-03-16,2.08
2018-03-19,2.08
2018-03-20,2.08
2018-03-21,2.06
2018-03-22,2.05
2018-03-23,2.04
2018-03-26,2.06
2018-03-27,2.10
2018-03-28,2.12
2018-03-29,2.09
2018-03-30,.
2018-04-02,2.08
2018-04-03,2.09
2018-04-04,2.07
2018-04-05,2.07
2018-04-06,2.06
2018-04-09,2.08
2018-04-10,2.09
2018-04-11,2.09
2018-04-12,2.11
2018-04-13,2.12
2018-04-16,2.12
2018-04-17,2.16
2018-04-18,2.17
2018-04-19,2.21
2018-04-20,2.22
2018-04-23,2.25
2018-04-24,2.25
2018-04-25,2.26
2018-04-26,2.25
2018-04-27,2.24
2018-04-30,2.24
2018-05-01,2.26
2018-05-02,2.24
2018-05-03,2.24
2018-05-04,2.24
2018-05-07,2.25
2018-05-08,2.26
2018-05-09,2.27
2018-05-10,2.27
2018-05-11,2.28
2018-05-14,2.28
2018-05-15,2.31
2018-05-16,2.32
2018-05-17,2.32
2018-05-18,2.32
2018-05-21,2.35
2018-05-22,2.34
2018-05-23,2.29
2018-05-24,2.28
2018-05-25,2.27
2018-05-28,.
2018-05-29,2.17
2018-05-30,2.23
2018-05-31,2.23
2018-06-01,2.28
2018-06-04,2.30
2018-06-05,2.32
2018-06-06,2.32
2018-06-07,2.31
2018-06-08,2.30
2018-06-11,2.32
2018-06-12,2.31
2018-06-13,2.35
2018-06-14,2.35
2018-06-15,2.35
2018-06-18,2.35
2018-06-19,2.34
2018-06-20,2.36
2018-06-21,2.34
2018-06-22,2.33
2018-06-25,2.34
2018-06-26,2.33
2018-06-27,2.33
2018-06-28,2.33
2018-06-29,2.33
2018-07-02,2.34
2018-07-03,2.33
2018-07-04,.
2018-07-05,2.32
2018-07-06,2.34
2018-07-09,2.34
2018-07-10,2.36
2018-07-11,2.36
2018-07-12,2.39
2018-07-13,2.37
2018-07-16,2.39
2018-07-17,2.39
2018-07-18,2.43
2018-07-19,2.40
2018-07-20,2.41
2018-07-23,2.42
2018-07-24,2.42
2018-07-25,2.42
2018-07-26,2.41
2018-07-27,2.43
2018-07-30,2.43
2018-07-31,2.44
2018-08-01,2.45
2018-08-02,2.45
2018-08-03,2.43
2018-08-06,2.44
2018-08-07,2.45
2018-08-08,2.44
2018-08-09,2.44
2018-08-10,2.42
2018-08-13,2.42
2018-08-14,2.44
2018-08-15,2.45
2018-08-16,2.45
2018-08-17,2.44
2018-08-20,2.43
2018-08-21,2.45
2018-08-22,2.43
2018-08-23,2.43
2018-08-24,2.44
2018-08-27,2.47
2018-08-28,2.47
2018-08-29,2.48
2018-08-30,2.47
2018-08-31,2.46
2018-09-03,.
2018-09-04,2.49
2018-09-05,2.49
2018-09-06,2.50
2018-09-07,2.53
2018-09-10,2.54
2018-09-11,2.55
2018-09-12,2.56
2018-09-13,2.55
2018-09-14,2.56
2018-09-17,2.57
2018-09-18,2.58
2018-09-19,2.58
2018-09-20,2.58
2018-09-21,2.58
2018-09-24,2.60
2018-09-25,2.59
2018-09-26,2.58
2018-09-27,2.58
2018-09-28,2.59
2018-10-01,2.60
2018-10-02,2.61
2018-10-03,2.62
2018-10-04,2.63
2018-10-05,2.64
2018-10-08,.
2018-10-09,2.65
2018-10-10,2.67
2018-10-11,2.66
2018-10-12,2.66
2018-10-15,2.67
2018-10-16,2.66
2018-10-17,2.66
2018-10-18,2.67
2018-10-19,2.67
2018-10-22,2.68
2018-10-23,2.67
2018-10-24,2.64
2018-10-25,2.66
2018-10-26,2.63
2018-10-29,2.64
2018-10-30,2.66
2018-10-31,2.69
2018-11-01,2.67
2018-11-02,2.70
2018-11-05,2.71
2018-11-06,2.72
2018-11-07,2.74
2018-11-08,2.74
2018-11-09,2.73
2018-11-12,.
2018-11-13,2.72
2018-11-14,2.71
2018-11-15,2.70
2018-11-16,2.68
2018-11-19,2.66
2018-11-20,2.67
2018-11-21,2.67
2018-11-22,.
2018-11-23,2.67
2018-11-26,2.70
2018-11-27,2.70
2018-11-28,2.69
2018-11-29,2.69
2018-11-30,2.70
2018-12-03,2.72
2018-12-04,2.71
2018-12-05,.
2018-12-06,2.70
2018-12-07,2.68
2018-12-10,2.69
2018-12-11,2.70
2018-12-12,2.70
2018-12-13,2.69
2018-12-14,2.68
2018-12-17,2.66
2018-12-18,2.64
2018-12-19,2.62
2018-12-20,2.64
2018-12-21,2.62
2018-12-24,2.61
2018-12-25,.
2018-12-26,2.61
2018-12-27,2.58
2018-12-28,2.57
2018-12-31,2.63
2019-01-01,.
2019-01-02,2.60
2019-01-03,2.50
2019-01-04,2.57
2019-01-07,2.58
2019-01-08,2.60
2019-01-09,2.59
2019-01-10,2.59
2019-01-11,2.58
2019-01-14,2.57
2019-01-15,2.57
2019-01-16,2.57
2019-01-17,2.57
2019-01-18,2.60
2019-01-21,.
2019-01-22,2.59
2019-01-23,2.59
2019-01-24,2.58
2019-01-25,2.60
2019-01-28,2.60
2019-01-29,2.60
2019-01-30,2.57
2019-01-31,2.55
2019-02-01,2.56
2019-02-04,2.57
2019-02-05,2.56
2019-02-06,2.56
2019-02-07,2.55
2019-02-08,2.54
2019-02-11,2.55
2019-02-12,2.55
2019-02-13,2.55
2019-02-14,2.53
2019-02-15,2.55
2019-02-18,.
2019-02-19,2.54
2019-02-20,2.54
2019-02-21,2.55
2019-02-22,2.55
2019-02-25,2.56
2019-02-26,2.55
2019-02-27,2.54
2019-02-28,2.54
2019-03-01,2.55
2019-03-04,2.54
2019-03-05,2.54
2019-03-06,2.54
2019-03-07,2.52
2019-03-08,2.53
2019-03-11,2.53
2019-03-12,2.52
2019-03-13,2.53
2019-03-14,2.52
2019-03-15,2.52
2019-03-18,2.52
2019-03-19,2.50
2019-03-20,2.47
2019-03-21,2.48
2019-03-22,2.45
2019-03-25,2.41
2019-03-26,2.44
2019-03-27,2.40
2019-03-28,2.40
2019-03-29,2.40
2019-04-01,2.41
2019-04-02,2.41
2019-04-03,2.41
2019-04-04,2.41
2019-04-05,2.43
2019-04-08,2.43
2019-04-09,2.42
2019-04-10,2.41
2019-04-11,2.44
2019-04-12,2.44
2019-04-15,2.43
2019-04-16,2.45
2019-04-17,2.44
2019-04-18,2.44
2019-04-19,.
2019-04-22,2.46
2019-04-23,2.43
2019-04-24,2.42
2019-04-25,2.42
2019-04-26,2.41
2019-04-29,2.42
2019-04-30,2.39
2019-05-01,2.39
2019-05-02,2.41
2019-05-03,2.41
2019-05-06,2.39
2019-05-07,2.37
2019-05-08,2.37
2019-05-09,2.36
2019-05-10,2.36
2019-05-13,2.32
2019-05-14,2.32
2019-05-15,2.30
2019-05-16,2.33
2019-05-17,2.33
2019-05-20,2.34
2019-05-21,2.36
2019-05-22,2.37
2019-05-23,2.32
2019-05-24,2.33
2019-05-27,.
2019-05-28,2.31
2019-05-29,2.30
2019-05-30,2.29
2019-05-31,2.21
2019-06-03,2.11
2019-06-04,2.11
2019-06-05,2.04
2019-06-06,2.02
2019-06-07,1.97
2019-06-10,2.03
2019-06-11,2.05
2019-06-12,2.02
2019-06-13,2.00
2019-06-14,2.00
2019-06-17,2.03
2019-06-18,2.04
2019-06-19,1.96
2019-06-20,1.91
2019-06-21,1.95
2019-06-24,1.92
2019-06-25,1.93
2019-06-26,1.96
2019-06-27,1.93
2019-06-28,1.92
2019-07-01,1.94
2019-07-02,1.91
2019-07-03,1.91
2019-07-04,.
2019-07-05,1.98
2019-07-08,1.99
2019-07-09,2.00
2019-07-10,1.93
2019-07-11,1.97
2019-07-12,1.96
2019-07-15,1.95
2019-07-16,2.00
2019-07-17,1.95
2019-07-18,1.90
2019-07-19,1.94
2019-07-22,1.95
2019-07-23,1.97
2019-07-24,1.98
2019-07-25,1.99
2019-07-26,2.00
2019-07-29,1.98
2019-07-30,1.97
2019-07-31,2.00
2019-08-01,1.88
2019-08-02,1.85
2019-08-05,1.78
2019-08-06,1.80
2019-08-07,1.75
2019-08-08,1.79
2019-08-09,1.78
2019-08-12,1.75
2019-08-13,1.86
2019-08-14,1.79
2019-08-15,1.72
2019-08-16,1.71
2019-08-19,1.75
2019-08-20,1.72
2019-08-21,1.77
2019-08-22,1.79
2019-08-23,1.73
2019-08-26,1.75
2019-08-27,1.77
2019-08-28,1.74
2019-08-29,1.75
2019-08-30,1.76
2019-09-02,.
2019-09-03,1.72
2019-09-04,1.69
2019-09-05,1.73
2019-09-06,1.73
2019-09-09,1.74
2019-09-10,1.81
2019-09-11,1.79
2019-09-12,1.82
2019-09-13,1.88
2019-09-16,1.86
2019-09-17,1.87
2019-09-18,1.87
2019-09-19,1.88
2019-09-20,1.84
2019-09-23,1.81
2019-09-24,1.78
2019-09-25,1.82
2019-09-26,1.79
2019-09-27,1.74
2019-09-30,1.75
2019-10-01,1.73
2019-10-02,1.67
2019-10-03,1.58
2019-10-04,1.58
2019-10-07,1.64
2019-10-08,1.62
2019-10-09,1.59
2019-10-10,1.63
2019-10-11,1.67
2019-10-14,.
2019-10-15,1.65
2019-10-16,1.59
2019-10-17,1.59
2019-10-18,1.58
2019-10-21,1.59
2019-10-22,1.59
2019-10-23,1.58
2019-10-24,1.59
2019-10-25,1.60
2019-10-28,1.60
2019-10-29,1.59
2019-10-30,1.59
2019-10-31,1.53
2019-11-01,1.53
2019-11-04,1.56
2019-11-05,1.62
2019-11-06,1.58
2019-11-07,1.58
2019-11-08,1.58
2019-11-11,.
2019-11-12,1.58
2019-11-13,1.57
2019-11-14,1.55
2019-11-15,1.54
2019-11-18,1.54
2019-11-19,1.54
2019-11-20,1.54
2019-11-21,1.55
2019-11-22,1.56
2019-11-25,1.58
2019-11-26,1.59
2019-11-27,1.60
2019-11-28,.
2019-11-29,1.60
2019-12-02,1.60
2019-12-03,1.57
2019-12-04,1.56
2019-12-05,1.56
2019-12-06,1.57
2019-12-09,1.56
2019-12-10,1.56
2019-12-11,1.55
2019-12-12,1.55
2019-12-13,1.54
2019-12-16,1.54
2019-12-17,1.53
2019-12-18,1.54
2019-12-19,1.52
2019-12-20,1.52
2019-12-23,1.53
2019-12-24,1.53
2019-12-25,.
2019-12-26,1.53
2019-12-27,1.51
2019-12-30,1.57
2019-12-31,1.59
2020-01-01,.
2020-01-02,1.56
2020-01-03,1.55
2020-01-06,1.54
2020-01-07,1.53
2020-01-08,1.55
2020-01-09,1.54
2020-01-10,1.53
2020-01-13,1.53
2020-01-14,1.53
2020-01-15,1.54
2020-01-16,1.54
2020-01-17,1.56
2020-01-20,.
2020-01-21,1.54
2020-01-22,1.55
2020-01-23,1.55
2020-01-24,1.55
2020-01-27,1.53
2020-01-28,1.53
2020-01-29,1.51
2020-01-30,1.48
2020-01-31,1.45
2020-02-03,1.46
2020-02-04,1.48
2020-02-05,1.49
2020-02-06,1.51
2020-02-07,1.49
2020-02-10,1.45
2020-02-11,1.48
2020-02-12,1.49
2020-02-13,1.48
2020-02-14,1.49
2020-02-17,.
2020-02-18,1.47
